,tweet-id,tweet-text,include-links,tweet-url
88,807309464705630208,"Join me live in Louisiana! Tomorrow, we need you to go to the polls & send John Kennedy to the U.S. Senate.",https://www.facebook.com/DonaldTrump/videos/10158266355460725/,https://twitter.com/realDonaldTrump/status/807309464705630208
89,807057700857188355,THANK YOU IOWA! #ThankYouTour2016 – at Des Moines International Airport (DSM),,https://twitter.com/realDonaldTrump/status/807057700857188355
90,806999846674698240,"Join me tomorrow! #MAGA 10am- Baton Rouge, LA. Tickets: http://bit.ly/2haqQ9dLouisiana 7pm- Grand Rapids, MI. Tickets: http://bit.ly/2gZJwzuMichigan","http://bit.ly/2haqQ9dLouisiana,http://bit.ly/2gZJwzuMichigan",https://twitter.com/realDonaldTrump/status/806999846674698240
91,806995622117122048,"On my way to Des Moines, Iowa- will see you soon with @mike_pence. Join us! Tickets: http://bit.ly/2gZHk4dIowa #ThankYouTour2016",http://bit.ly/2gZHk4dIowa,https://twitter.com/realDonaldTrump/status/806995622117122048
92,806970576359325696,Today we lost a great pioneer of air and space in John Glenn. He was a hero and inspired generations of future explorers. He will be missed.,,https://twitter.com/realDonaldTrump/status/806970576359325696
93,806678853305384960,"If United Steelworkers 1999 was any good, they would have kept those jobs in Indiana. Spend more time working-less time talking. Reduce dues",,https://twitter.com/realDonaldTrump/status/806678853305384960
94,806660011904614408,"Chuck Jones, who is President of United Steelworkers 1999, has done a terrible job representing workers. No wonder companies flee country!",,https://twitter.com/realDonaldTrump/status/806660011904614408
95,806583438748815361,"Join me tomorrow in Des Moines, Iowa with Vice President-Elect @mike_pence - at 7:00pm! #ThankYouTour2016 #MAGA http://bit.ly/2gZHk4dIowa – at Trump Tower",http://bit.ly/2gZHk4dIowa,https://twitter.com/realDonaldTrump/status/806583438748815361
96,806568460620857349,"We pause today to remember the 2,403 American heroes who selflessly gave their lives at Pearl Harbor 75 years ago... https://www.facebook.com/DonaldTrump/posts/10158244280375725",https://www.facebook.com/DonaldTrump/posts/10158244280375725,https://twitter.com/realDonaldTrump/status/806568460620857349
97,806473064703725568,I will be interviewed on the @TODAYshow at 7:30. Enjoy!,,https://twitter.com/realDonaldTrump/status/806473064703725568
98,806340792247795715,"A great night in Fayetteville, North Carolina. Thank you! #ICYMI watch here: http://bit.ly/2giIk1rFAYETTEVILLE",http://bit.ly/2giIk1rFAYETTEVILLE,https://twitter.com/realDonaldTrump/status/806340792247795715
99,806246271405162500,"Departing New York with General James 'Mad Dog' Mattis for tonight's rally in Fayetteville, North Carolina! See you soon! #ThankYouTour2016",,https://twitter.com/realDonaldTrump/status/806246271405162500
100,806214236053667842,Masa said he would never do this had we (Trump) not won the election!,,https://twitter.com/realDonaldTrump/status/806214236053667842
101,806214078465245185,"Masa (SoftBank) of Japan has agreed to invest $50 billion in the U.S. toward businesses and 50,000 new jobs....",,https://twitter.com/realDonaldTrump/status/806214078465245185
102,806177746397306883,"Join me tonight in Fayetteville, North Carolina at 7pm! #ThankYouTour2016 Tickets: http://bit.ly/2gZxU8oNorthCarolina – at Trump Tower",http://bit.ly/2gZxU8oNorthCarolina,https://twitter.com/realDonaldTrump/status/806177746397306883
103,806134244384899072,"Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!",,https://twitter.com/realDonaldTrump/status/806134244384899072
104,805911307270713348,#ThankYouTour2016 12/6- North Carolina http://bit.ly/2gZxU8oNorthCarolina 12/8- Iowa http://bit.ly/2gZHk4dIowa 12/9- Michigan http://bit.ly/2gZJwzuMichigan – at Trump Tower,"http://bit.ly/2gZxU8oNorthCarolina,http://bit.ly/2gZHk4dIowa,http://bit.ly/2gZJwzuMichigan",https://twitter.com/realDonaldTrump/status/805911307270713348
105,805804034309427200,"If the press would cover me accurately & honorably, I would have far less reason to ""tweet."" Sadly, I don't know if that will ever happen!",,https://twitter.com/realDonaldTrump/status/805804034309427200
106,805772007220645888,I am thrilled to nominate Dr. @RealBenCarson as our next Secretary of the US Dept. of Housing and Urban Development: https://www.facebook.com/DonaldTrump/posts/10158231301535725:0,https://www.facebook.com/DonaldTrump/posts/10158231301535725:0,https://twitter.com/realDonaldTrump/status/805772007220645888
107,805539770864693253,their country (the U.S. doesn't tax them) or to build a massive military complex in the middle of the South China Sea? I don't think so!,,https://twitter.com/realDonaldTrump/status/805539770864693253
108,805538149157969924,"Did China ask us if it was OK to devalue their currency (making it hard for our companies to compete), heavily tax our products going into..",,https://twitter.com/realDonaldTrump/status/805538149157969924
109,805528947190616065,".@FoxNews will be re-running ""Objectified: Donald Trump,"" the ratings hit produced by the great Harvey Levin of TMZ, at 8:00 P.M. Enjoy!",,https://twitter.com/realDonaldTrump/status/805528947190616065
110,805486509914779649,The Green Party just dropped its recount suit in Pennsylvania and is losing votes in Wisconsin recount. Just a Stein scam to raise money!,,https://twitter.com/realDonaldTrump/status/805486509914779649
111,805387038048612356,expensive mistake! THE UNITED STATES IS OPEN FOR BUSINESS,,https://twitter.com/realDonaldTrump/status/805387038048612356
112,805386422807105536,"these companies are able to move between all 50 states, with no tax or tariff being charged. Please be forewarned prior to making a very ...",,https://twitter.com/realDonaldTrump/status/805386422807105536
113,805382541343653888,"wanting to sell their product, cars, A.C. units etc., back across the border. This tax will make leaving financially difficult, but.....",,https://twitter.com/realDonaldTrump/status/805382541343653888
114,805380553008680961,"without retribution or consequence, is WRONG! There will be a tax on our soon to be strong border of 35% for these companies ......",,https://twitter.com/realDonaldTrump/status/805380553008680961
115,805378393537658880,"fires its employees, builds a new factory or plant in the other country, and then thinks it will sell its product back into the U.S. ......",,https://twitter.com/realDonaldTrump/status/805378393537658880
116,805376548882776064,"The U.S. is going to substantialy reduce taxes and regulations on businesses, but any business that leaves our country for another country,",,https://twitter.com/realDonaldTrump/status/805376548882776064
117,805278955150471168,"Just tried watching Saturday Night Live - unwatchable! Totally biased, not funny and the Baldwin impersonation just can't get any worse. Sad",,https://twitter.com/realDonaldTrump/status/805278955150471168
118,805127720749383680,"Our great VPE, @mike_pence, is in Louisiana campaigning for John Kennedy for US Senate. John will be a tremendous help to us in Washington.",,https://twitter.com/realDonaldTrump/status/805127720749383680
119,805126876779913216,State Treasurer John Kennedy is my choice for US Senator from Louisiana. Early voting today; election next Saturday.,,https://twitter.com/realDonaldTrump/status/805126876779913216
120,805088569765359616,"""@TigerWoods: Can’t wait to get back out there and mix it up with the boys. –TW #heroworldchallenge"" Great to have you back Tiger - Special!",,https://twitter.com/realDonaldTrump/status/805088569765359616
121,804884532671430658,Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!,,https://twitter.com/realDonaldTrump/status/804884532671430658
122,804863098138005504,Interesting how the U.S. sells Taiwan billions of dollars of military equipment but I should not accept a congratulatory call.,,https://twitter.com/realDonaldTrump/status/804863098138005504
123,804848711599882240,The President of Taiwan CALLED ME today to wish me congratulations on winning the Presidency. Thank you!,,https://twitter.com/realDonaldTrump/status/804848711599882240
124,804516764562374656,"Thank you Ohio! Together, we made history – and now, the real work begins. America will start winning again! #AmericaFirst",,https://twitter.com/realDonaldTrump/status/804516764562374656
125,804458095569158144,"Heading to U.S. Bank Arena in Cincinnati, Ohio for a 7pm rally. Join me! Tickets: https://www.donaldjtrump.com/schedule/register/cincinnati-oh3/",https://www.donaldjtrump.com/schedule/register/cincinnati-oh3/,https://twitter.com/realDonaldTrump/status/804458095569158144
126,804333771021570048,Getting ready to leave for the Great State of Indiana and meet the hard working and wonderful people of Carrier A.C.,,https://twitter.com/realDonaldTrump/status/804333771021570048
127,804333718999539712,My thoughts and prayers are with those affected by the tragic storms and tornadoes in the Southeastern United States. Stay safe!,,https://twitter.com/realDonaldTrump/status/804333718999539712
128,804170300908781570,Look forward to going to Indiana tomorrow in order to be with the great workers of Carrier. They will sell many air conditioners!,,https://twitter.com/realDonaldTrump/status/804170300908781570
129,804052438546317312,'Donald Trump is already helping the working class',http://nypost.com/2016/11/30/donald-trump-is-already-helping-the-working-class/,https://twitter.com/realDonaldTrump/status/804052438546317312
130,803997374016167936,"'President-elect Donald J. Trump today announced his intent to nominate Steven Mnuchin, Wilbur Ross & Todd Ricketts' https://www.facebook.com/DonaldTrump/posts/10158207891610725:0",https://www.facebook.com/DonaldTrump/posts/10158207891610725:0,https://twitter.com/realDonaldTrump/status/803997374016167936
131,803982850081099776,"Join me in Cincinnati, Ohio tomorrow evening at 7:00pm. I am grateful for all of your support. THANK YOU! Tickets: https://www.facebook.com/DonaldTrump/posts/10158207729460725:0",https://www.facebook.com/DonaldTrump/posts/10158207729460725:0,https://twitter.com/realDonaldTrump/status/803982850081099776
132,803931490514075648,"Hence, legal documents are being crafted which take me completely out of business operations. The Presidency is a far more important task!",,https://twitter.com/realDonaldTrump/status/803931490514075648
133,803930240661811200,"do this under the law, I feel it is visually important, as President, to in no way have a conflict of interest with my various businesses..",,https://twitter.com/realDonaldTrump/status/803930240661811200
134,803927774784344064,great business in total in order to fully focus on running the country in order to MAKE AMERICA GREAT AGAIN! While I am not mandated to ....,,https://twitter.com/realDonaldTrump/status/803927774784344064
135,803926488579973120,I will be holding a major news conference in New York City with my children on December 15 to discuss the fact that I will be leaving my ...,,https://twitter.com/realDonaldTrump/status/803926488579973120
136,803921522784092160,ISIS is taking credit for the terrible stabbing attack at Ohio State University by a Somali refugee who should not have been in our country.,,https://twitter.com/realDonaldTrump/status/803921522784092160
137,803808454620094465,Big day on Thursday for Indiana and the great workers of that wonderful state.We will keep our companies and jobs in the U.S. Thanks Carrier,,https://twitter.com/realDonaldTrump/status/803808454620094465
138,803805823503925250,I will be going to Indiana on Thursday to make a major announcement concerning Carrier A.C. staying in Indianapolis. Great deal for workers!,,https://twitter.com/realDonaldTrump/status/803805823503925250
139,803744769566339072,'President-Elect Donald J. Trump Nominates Elaine Chao as Secretary of the Department of Transportation' http://bit.ly/2gDBBRgTransportation,http://bit.ly/2gDBBRgTransportation,https://twitter.com/realDonaldTrump/status/803744769566339072
140,803704881278230528,'President-Elect Donald J. Trump Intends to Nominate Congressman Tom Price and Seema Verma.' http://bit.ly/2fIWEgpTeamTrump,http://bit.ly/2fIWEgpTeamTrump,https://twitter.com/realDonaldTrump/status/803704881278230528
141,803692055897788424,My thoughts and prayers are with the great people of Tennessee during these terrible wildfires. Stay safe!,,https://twitter.com/realDonaldTrump/status/803692055897788424
142,803567993036754944,"Nobody should be allowed to burn the American flag - if they do, there must be consequences - perhaps loss of citizenship or year in jail!",,https://twitter.com/realDonaldTrump/status/803567993036754944
143,803562827776720896,"I thought that @CNN would get better after they failed so badly in their support of Hillary Clinton however, since election, they are worse!",,https://twitter.com/realDonaldTrump/status/803562827776720896
144,803558077144399873,The Great State of Michigan was just certified as a Trump WIN giving all of our MAKE AMERICA GREAT AGAIN supporters another victory - 306!,,https://twitter.com/realDonaldTrump/status/803558077144399873
145,803434300846862336,".@CNN is so embarrassed by their total (100%) support of Hillary Clinton, and yet her loss in a landslide, that they don't know what to do.",,https://twitter.com/realDonaldTrump/status/803434300846862336
